tconst	ordering	nconst	category	job	characters
tt0113277	8	nm0005883	cinematographer	director of photography	\N
tt0113277	9	nm0117779	editor	\N	\N
tt0116282	1	nm0000513	actor	\N	["Jerry Lundegaard"]
tt0116282	2	nm0000531	actress	\N	["Marge Gunderson"]
tt0116282	3	nm0000114	actor	\N	["Carl Showalter"]
tt0116282	4	nm0001780	actor	\N	["Gaear Grimsrud"]
tt0116282	5	nm0001054	director	\N	\N
tt0116282	6	nm0001053	director	\N	\N
tt0116282	7	nm0001980	composer	\N	\N
tt0116282	8	nm0005683	cinematographer	director of photography	\N
tt0116282	9	nm0374511	production_designer	\N	\N
tt0117951	10	nm0386227	editor	\N	\N
tt0117951	1	nm0000191	actor	\N	["Renton"]
tt0117951	2	nm0001971	actor	\N	["Spud"]
tt0117951	3	nm0001538	actor	\N	["Sick Boy"]
tt0117951	4	nm0571727	actor	\N	["Tommy"]
tt0117951	5	nm0000965	director	\N	\N
tt0117951	6	nm0920543	writer	based on the novel by	\N
tt0117951	7	nm0388076	writer	screenplay	\N
tt0117951	8	nm0531602	producer	producer	\N
tt0117951	9	nm0005909	cinematographer	director of photography	\N
tt0118849	10	nm0368359	editor	\N	\N
tt0118849	1	nm0619870	actor	\N	["Ali's Father"]
tt0118849	2	nm0268488	actor	\N	["Ali"]
tt0118849	3	nm0781245	actress	\N	["Zahra"]
tt0118849	4	nm0415412	actress	\N	["Roya"]
tt0118849	5	nm0006498	director	\N	\N
tt0118849	6	nm0260556	producer	producer	\N
tt0118849	7	nm0260557	producer	producer	\N
tt0118849	8	nm0415663	composer	\N	\N
tt0118849	9	nm0539342	cinematographer	\N	\N
tt0119488	10	nm0000025	composer	\N	\N
tt0119488	1	nm0000228	actor	\N	["Jack Vincennes"]
tt0119488	2	nm0000128	actor	\N	["Bud White"]
tt0119488	3	nm0001602	actor	\N	["Ed Exley"]
tt0119488	4	nm0000107	actress	\N	["Lynn Bracken"]
tt0119488	5	nm0000436	director	\N	\N
tt0119488	6	nm0255278	writer	based on the novel by	\N
tt0119488	7	nm0001338	writer	screenplay by	\N
tt0119488	8	nm0586969	producer	producer	\N
tt0119488	9	nm0622296	producer	producer	\N
tt0120382	10	nm0902129	composer	\N	\N
tt0120382	1	nm0000120	actor	\N	["Truman Burbank"]
tt0120382	2	nm0000438	actor	\N	["Christof"]
tt0120382	3	nm0001473	actress	\N	["Meryl Burbank","Hannah Gill"]
tt0120382	4	nm0001187	actor	\N	["Marlon"]
tt0120382	5	nm0001837	director	\N	\N
tt0120382	6	nm0629272	writer	written by	\N
tt0120382	7	nm0271026	producer	producer	\N
tt0120382	8	nm0748784	producer	producer	\N
tt0120382	9	nm0775443	producer	producer	\N
tt0120735	10	nm0398167	editor	\N	\N
tt0120735	1	nm0002076	actor	\N	["Tom"]
tt0120735	2	nm0002077	actor	\N	["Soap"]
tt0120735	3	nm0602941	actor	\N	["Eddy"]
tt0120735	4	nm0005458	actor	\N	["Bacon"]
tt0120735	5	nm0005363	director	\N	\N
tt0120735	6	nm0891216	producer	producer	\N
tt0120735	7	nm0400542	composer	\N	\N
tt0120735	8	nm0614373	composer	\N	\N
tt0120735	9	nm0362165	cinematographer	director of photography	\N
tt0167404	10	nm0005714	cinematographer	director of photography	\N
tt0167404	1	nm0000246	actor	\N	["Malcolm Crowe"]
tt0167404	2	nm0005286	actor	\N	["Cole Sear"]
tt0167404	3	nm0001057	actress	\N	["Lynn Sear"]
tt0167404	4	nm0931404	actress	\N	["Anna Crowe"]
tt0167404	5	nm0796117	director	\N	\N
tt0167404	6	nm0005086	producer	producer	\N
tt0167404	7	nm0550881	producer	producer	\N
tt0167404	8	nm0578814	producer	producer	\N
tt0167404	9	nm0006133	composer	\N	\N
tt0208092	10	nm0524829	production_designer	\N	\N
tt0208092	1	nm0005458	actor	\N	["Turkish"]
tt0208092	2	nm0000093	actor	\N	["Mickey O'Neil"]
tt0208092	3	nm0334318	actor	\N	["Tommy"]
tt0208092	4	nm0005068	actor	\N	["Bullet-Tooth Tony"]
tt0208092	5	nm0005363	director	\N	\N
tt0208092	6	nm0891216	producer	producer	\N
tt0208092	7	nm0614373	composer	\N	\N
tt0208092	8	nm0362165	cinematographer	director of photography	\N
tt0208092	9	nm1154184	editor	\N	\N
tt0211915	10	nm0773685	editor	\N	\N
tt0211915	1	nm0851582	actress	\N	["Amélie Poulain"]
tt0211915	2	nm0440913	actor	\N	["Nino Quincampoix"]
tt0211915	3	nm0749363	actor	\N	["Raphaël Poulain"]
tt0211915	4	nm0186677	actress	\N	["Amandine Poulain"]
tt0211915	5	nm0000466	director	\N	\N
tt0211915	6	nm0491011	writer	scenario	\N
tt0211915	7	nm0652226	producer	producer	\N
tt0211915	8	nm0862961	composer	\N	\N
tt0211915	9	nm0216632	cinematographer	\N	\N
tt0264464	10	nm0002354	composer	\N	\N
tt0264464	1	nm0000138	actor	\N	["Frank Abagnale Jr."]
tt0264464	2	nm0000158	actor	\N	["Carl Hanratty"]
tt0264464	3	nm0000686	actor	\N	["Frank Abagnale"]
tt0264464	4	nm0000640	actor	\N	["Roger Strong"]
tt0264464	5	nm0000229	director	\N	\N
tt0264464	6	nm0622288	writer	screenplay	\N
tt0264464	7	nm0007646	writer	book "Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit"	\N
tt0264464	8	nm1127221	writer	book "Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit"	\N
tt0264464	9	nm0662748	producer	producer	\N
tt0266543	10	nm0002353	composer	\N	\N
tt0266543	1	nm0000983	actor	\N	["Marlin"]
tt0266543	2	nm0001122	actress	\N	["Dory"]
tt0266543	3	nm1071252	actor	\N	["Nemo"]
tt0266543	4	nm0000353	actor	\N	["Gill"]
tt0266543	5	nm0004056	director	\N	\N
tt0266543	6	nm0881279	director	co-director	\N
tt0266543	7	nm0677037	writer	screenplay by	\N
tt0266543	8	nm0721675	writer	screenplay by	\N
tt0266543	9	nm0910237	producer	producer	\N
tt0266697	10	nm0849222	production_designer	\N	\N
tt0266697	1	nm0000235	actress	\N	["The Bride"]
tt0266697	2	nm0001016	actor	\N	["Bill"]
tt0266697	3	nm0000435	actress	\N	["Elle Driver"]
tt0266697	4	nm0000514	actor	\N	["Budd"]
tt0266697	5	nm0000233	director	\N	\N
tt0266697	6	nm0004744	producer	producer	\N
tt0266697	7	nm0753526	composer	\N	\N
tt0266697	8	nm0724744	cinematographer	director of photography	\N
tt0266697	9	nm0579673	editor	\N	\N
tt0268978	10	nm0005683	cinematographer	director of photography	\N
tt0268978	1	nm0000128	actor	\N	["John Nash"]
tt0268978	2	nm0000438	actor	\N	["Parcher"]
tt0268978	3	nm0000124	actress	\N	["Alicia Nash"]
tt0268978	4	nm0001626	actor	\N	["Dr. Rosen"]
tt0268978	5	nm0000165	director	\N	\N
tt0268978	6	nm0326040	writer	written by	\N
tt0268978	7	nm0621586	writer	book	\N
tt0268978	8	nm0004976	producer	producer	\N
tt0268978	9	nm0000035	composer	\N	\N
tt0347149	10	nm0386749	composer	\N	\N
tt0347149	1	nm0047962	actress	\N	["Sofî"]
tt0347149	2	nm0454120	actor	\N	["Hauru"]
tt0347149	3	nm0309107	actor	\N	["Karushifâ"]
tt0347149	4	nm0594271	actor	\N	["Arechi no Majo"]
tt0347149	5	nm0594503	director	\N	\N
tt0347149	6	nm1168510	writer	novel "Howl's Moving Castle"	\N
tt0347149	7	nm0218760	producer	producer	\N
tt0347149	8	nm1566098	producer	producer	\N
tt0347149	9	nm0840699	producer	producer	\N
tt0353969	10	nm1396406	producer	producer	\N
tt0353969	1	nm0814280	actor	\N	["Detective Park Doo-man"]
tt0353969	2	nm1235292	actor	\N	["Detective Seo Tae-yoon"]
tt0353969	3	nm1323287	actor	\N	["Detective Cho Yong-koo"]
tt0353969	4	nm1138201	actor	\N	["Sergeant Shin Dong-chul"]
tt0353969	5	nm0094435	director	\N	\N
tt0353969	6	nm1323286	writer	play	\N
tt0353969	7	nm1646563	writer	writer	\N
tt0353969	8	nm0149223	producer	producer	\N
tt0353969	9	nm0453617	producer	producer	\N
tt0363163	10	nm0951598	composer	\N	\N
tt0363163	1	nm0004486	actor	\N	["Adolf Hitler"]
tt0363163	2	nm0487884	actress	\N	["Traudl Junge"]
tt0363163	3	nm0559890	actor	\N	["Joseph Goebbels"]
tt0363163	4	nm0477810	actress	\N	["Eva Braun"]
tt0363163	5	nm0386570	director	\N	\N
tt0363163	6	nm0251536	writer	written by	\N
tt0363163	7	nm0275264	writer	based on the book "Der Untergang: Hitler und das Ende des Dritten Reiches" by	\N
tt0363163	8	nm0432622	writer	based on the book "Bis zur letzten Stunde" by	\N
tt0363163	9	nm0612199	writer	based on the book "Bis zur letzten Stunde" by	\N
tt0372784	10	nm0746273	producer	producer	\N
tt0372784	1	nm0000288	actor	\N	["Bruce Wayne","Batman"]
tt0372784	2	nm0000323	actor	\N	["Alfred"]
tt0372784	3	nm0913822	actor	\N	["Ra's Al Ghul"]
tt0372784	4	nm0000553	actor	\N	["Ducard"]
tt0372784	5	nm0634240	director	\N	\N
tt0372784	6	nm0004170	writer	characters	\N
tt0372784	7	nm0275286	writer	story	\N
tt0372784	8	nm0290581	producer	producer	\N
tt0372784	9	nm0650038	producer	producer	\N
tt0405159	10	nm0185088	editor	\N	\N
tt0405159	1	nm0005476	actress	\N	["Maggie Fitzgerald"]
tt0405159	2	nm0000142	actor	\N	["Frankie Dunn"]
tt0405159	3	nm0000151	actor	\N	["Eddie Scrap-Iron Dupris"]
tt0405159	4	nm0059431	actor	\N	["Danger Barch"]
tt0405159	5	nm0353673	writer	screenplay	\N
tt0405159	6	nm0101801	writer	stories from Rope Burns	\N
tt0405159	7	nm0742347	producer	producer	\N
tt0405159	8	nm0748665	producer	producer	\N
tt0405159	9	nm0827869	cinematographer	director of photography	\N
tt0434409	10	nm0650038	producer	producer	\N
tt0434409	1	nm0915989	actor	\N	["V"]
tt0434409	2	nm0000204	actress	\N	["Evey"]
tt0434409	3	nm0001291	actor	\N	["Dominic"]
tt0434409	4	nm0001653	actor	\N	["Finch"]
tt0434409	5	nm0574625	director	\N	\N
tt0434409	6	nm0905152	writer	screenplay	\N
tt0434409	7	nm0905154	writer	screenplay	\N
tt0434409	8	nm2331222	writer	graphic novel art	\N
tt0434409	9	nm0384294	producer	producer	\N
tt0457430	10	nm0622782	composer	\N	\N
tt0457430	1	nm1419440	actress	\N	["Ofelia"]
tt0457430	2	nm0317725	actress	\N	["Carmen"]
tt0457430	3	nm0530365	actor	\N	["Vidal"]
tt0457430	4	nm0893941	actress	\N	["Mercedes"]
tt0457430	5	nm0868219	director	\N	\N
tt0457430	6	nm1973308	producer	producer	\N
tt0457430	7	nm0190859	producer	producer	\N
tt0457430	8	nm0622838	producer	producer	\N
tt0457430	9	nm0868872	producer	producer	\N
tt0469494	10	nm0005696	cinematographer	director of photography	\N
tt0469494	1	nm0000358	actor	\N	["Daniel Plainview"]
tt0469494	2	nm0200452	actor	\N	["Paul Sunday","Eli Sunday"]
tt0469494	3	nm0001354	actor	\N	["Fletcher"]
tt0469494	4	nm2872491	actor	\N	["Silver Assay Worker"]
tt0469494	5	nm0000759	director	\N	\N
tt0469494	6	nm0801737	writer	novel "Oil!"	\N
tt0469494	7	nm0526917	producer	producer	\N
tt0469494	8	nm0783280	producer	producer	\N
tt0469494	9	nm0339351	composer	\N	\N
tt0477348	10	nm0005683	cinematographer	director of photography	\N
tt0477348	1	nm0000169	actor	\N	["Ed Tom Bell"]
tt0477348	2	nm0000849	actor	\N	["Anton Chigurh"]
tt0477348	3	nm0000982	actor	\N	["Llewelyn Moss"]
tt0477348	4	nm0000437	actor	\N	["Carson Wells"]
tt0477348	5	nm0001053	director	\N	\N
tt0477348	6	nm0001054	director	\N	\N
tt0477348	8	nm0748784	producer	producer	\N
tt0477348	9	nm0001980	composer	\N	\N
tt0986264	10	nm0080289	editor	\N	\N
tt0986264	1	nm2594301	actor	\N	["Ishaan Awasthi"]
tt0986264	2	nm0451148	actor	\N	["Ram Shankar Nikumbh"]
tt0986264	3	nm1538116	actress	\N	["Maya Awasthi"]
tt0986264	4	nm1479650	actor	\N	["Nandkishore Awasthi"]
tt0986264	5	nm1244760	director	\N	\N
tt0986264	6	nm0536708	composer	\N	\N
tt0986264	7	nm0523415	composer	\N	\N
tt0986264	8	nm0251416	composer	\N	\N
tt0986264	9	nm1146016	cinematographer	\N	\N
tt0993846	10	nm0863374	producer	producer	\N
tt0993846	1	nm0000138	actor	\N	["Jordan Belfort"]
tt0993846	2	nm1706767	actor	\N	["Donnie Azoff"]
tt0993846	3	nm3053338	actress	\N	["Naomi Lapaglia"]
tt0993846	4	nm0000190	actor	\N	["Mark Hanna"]
tt0993846	5	nm0000217	director	\N	\N
tt0993846	6	nm1010540	writer	screenplay	\N
tt0993846	7	nm0067789	writer	book	\N
tt0993846	8	nm4265383	producer	producer	\N
tt0993846	9	nm2110175	producer	producer	\N
tt10272386	10	nm0661406	producer	producer	\N
tt10272386	1	nm0000164	actor	\N	["Anthony"]
tt10272386	2	nm1469236	actress	\N	["Anne"]
tt10272386	3	nm0309693	actor	\N	["The Man"]
tt10272386	4	nm0931404	actress	\N	["The Woman"]
tt10272386	5	nm1725469	director	\N	\N
tt10272386	6	nm0358960	writer	screenplay by	\N
tt10272386	7	nm0136260	producer	producer	\N
tt10272386	8	nm10663088	producer	producer	\N
tt10272386	9	nm0515201	producer	producer	\N
tt1049413	10	nm0634530	editor	film editor	\N
tt1049413	1	nm0000799	actor	\N	["Carl Fredricksen"]
tt1049413	2	nm2973712	actor	\N	["Russell"]
tt1049413	3	nm0001652	actor	\N	["Construction Foreman Tom"]
tt1049413	4	nm0001626	actor	\N	["Charles Muntz"]
tt1049413	5	nm0230032	director	\N	\N
tt1049413	6	nm0677037	director	co-director	\N
tt1049413	7	nm0565336	writer	story by	\N
tt1049413	8	nm0729304	producer	producer	\N
tt1049413	9	nm0315974	composer	\N	\N
tt10872600	10	nm0270559	producer	producer	\N
tt10872600	1	nm4043618	actor	\N	["Peter Parker","Spider-Man"]
tt10872600	2	nm3918035	actress	\N	["MJ"]
tt10872600	3	nm1212722	actor	\N	["Doctor Strange"]
tt10872600	4	nm8188622	actor	\N	["Ned Leeds"]
tt10872600	5	nm1218281	director	\N	\N
tt10872600	6	nm0571344	writer	written by	\N
tt10872600	7	nm1273099	writer	written by	\N
tt10872600	8	nm0498278	writer	based on the Marvel comic book by	\N
tt10872600	9	nm0228492	writer	based on the Marvel comic book by	\N
tt1130884	10	nm1103781	producer	producer	\N
tt1130884	1	nm0000138	actor	\N	["Teddy Daniels"]
tt1130884	2	nm0607865	actress	\N	["Rachel 1"]
tt1130884	3	nm0749263	actor	\N	["Chuck Aule"]
tt1130884	4	nm0001426	actor	\N	["Dr. Cawley"]
tt1130884	5	nm0000217	director	\N	\N
tt1130884	6	nm0436164	writer	screenplay	\N
tt1130884	7	nm1212331	writer	novel	\N
tt1130884	8	nm1329482	producer	producer	\N
tt1130884	9	nm0005219	producer	producer	\N
tt0022100	1	nm0000048	actor	\N	"[""Hans Beckert""]"
tt0022100	2	nm0927145	actress	\N	"[""Frau Beckmann""]"
tt0022100	3	nm0484737	actress	\N	"[""Elsie Beckmann""]"
tt0022100	4	nm0921532	actor	\N	"[""Inspector Karl Lohmann""]"
tt0022100	5	nm0000485	director	\N	\N
tt0022100	6	nm0902376	writer	script	\N
tt0022100	7	nm0414825	writer	article	\N
tt0022100	8	nm0005922	cinematographer	\N	\N
tt0022100	9	nm0266239	editor	\N	\N
tt0033467	10	nm0005904	cinematographer	\N	\N
tt0033467	1	nm0000080	actor	\N	"[""Kane""]"
tt0033467	2	nm0001072	actor	\N	"[""Jedediah Leland"",""Screening Room Reporter""]"
tt0033467	3	nm0173827	actress	\N	"[""Susan Alexander Kane""]"
tt0033467	4	nm0001547	actress	\N	"[""Mary Kane""]"
tt0033467	5	nm0542534	writer	original screen play	\N
tt0033467	6	nm0002144	writer	contributing writer	\N
tt0033467	7	nm0219670	writer	contributing writer	\N
tt0033467	8	nm0448809	writer	contributing writer	\N
tt0033467	9	nm0002136	composer	\N	\N
tt0045152	10	nm0269751	editor	\N	\N
tt0045152	1	nm0000037	actor	\N	"[""Don Lockwood""]"
tt0045152	2	nm0640307	actor	\N	"[""Cosmo Brown""]"
tt0045152	3	nm0001666	actress	\N	"[""Kathy Selden""]"
tt0045152	4	nm0353405	actress	\N	"[""Lina Lamont""]"
tt0045152	5	nm0002045	director	\N	\N
tt0045152	6	nm0173679	writer	story by	\N
tt0045152	7	nm0337582	writer	story by	\N
tt0045152	8	nm0006085	producer	producer	\N
tt0045152	9	nm0005849	cinematographer	director of photography	\N
tt0052357	10	nm0027173	writer	contributing writer	\N
tt0052357	1	nm0000071	actor	\N	"[""John 'Scottie' Ferguson""]"
tt0052357	2	nm0001571	actress	\N	"[""Madeleine Elster"",""Judy Barton""]"
tt0052357	3	nm0000895	actress	\N	"[""Marjorie 'Midge' Wood""]"
tt0052357	4	nm0375738	actor	\N	"[""Gavin Elster""]"
tt0052357	5	nm0000033	director	\N	\N
tt0052357	6	nm0178785	writer	screenplay by	\N
tt0052357	7	nm0853138	writer	screenplay by	\N
tt0052357	8	nm0092267	writer	"based on the novel ""D'Entre Les Morts"" by"	\N
tt0052357	9	nm0092268	writer	"based on the novel ""D'Entre Les Morts"" by"	\N
tt0053125	10	nm0102327	production_designer	\N	\N
tt0053125	1	nm0000026	actor	\N	"[""Roger Thornhill""]"
tt0053125	2	nm0001693	actress	\N	"[""Eve Kendall""]"
tt0053125	3	nm0000051	actor	\N	"[""Phillip Vandamm""]"
tt0053125	4	nm0484829	actress	\N	"[""Clara Thornhill""]"
tt0053125	5	nm0000033	director	\N	\N
tt0053125	6	nm0499626	writer	written by	\N
tt0053125	7	nm0002136	composer	\N	\N
tt0053125	8	nm0122079	cinematographer	director of photography	\N
tt0053125	9	nm0866462	editor	film editor	\N
tt0056172	10	nm0002875	cinematographer	director of photography	\N
tt0056172	1	nm0000564	actor	\N	"[""Lawrence""]"
tt0056172	2	nm0000027	actor	\N	"[""Prince Faisal""]"
tt0056172	3	nm0000063	actor	\N	"[""Auda Abu Tayi""]"
tt0056172	4	nm0370144	actor	\N	"[""General Edmund Allenby""]"
tt0056172	5	nm0000180	director	\N	\N
tt0056172	6	nm0004122	writer	screenplay by	\N
tt0056172	7	nm0933858	writer	screenplay by	\N
tt0056172	8	nm0818545	producer	producer	\N
tt0056172	9	nm0003574	composer	\N	\N
tt0062622	10	nm0486127	production_designer	\N	\N
tt0062622	1	nm0001158	actor	\N	"[""Dr. Dave Bowman""]"
tt0062622	2	nm0516972	actor	\N	"[""Dr. Frank Poole""]"
tt0062622	3	nm0843213	actor	\N	"[""Dr. Heywood R. Floyd""]"
tt0062622	4	nm0725220	actor	\N	"[""Moon-Watcher""]"
tt0062622	5	nm0000040	director	\N	\N
tt0062622	6	nm0002009	writer	screenplay by	\N
tt0062622	7	nm0005910	cinematographer	director of photography	\N
tt0062622	8	nm0522487	editor	film editor	\N
tt0062622	9	nm0033658	production_designer	\N	\N
tt0086190	10	nm0002354	composer	\N	\N
tt0086190	1	nm0000434	actor	\N	"[""Luke Skywalker""]"
tt0086190	2	nm0000148	actor	\N	"[""Han Solo""]"
tt0086190	3	nm0000402	actress	\N	"[""Princess Leia""]"
tt0086190	4	nm0001850	actor	\N	"[""Lando Calrissian""]"
tt0086190	5	nm0549658	director	\N	\N
tt0086190	6	nm0001410	writer	screenplay by	\N
tt0086190	7	nm0000184	writer	screenplay by	\N
tt0086190	8	nm0443599	producer	producer	\N
tt0086190	9	nm0564768	producer	producer	\N
tt0087843	10	nm0033490	writer	screenplay by	\N
tt0087843	1	nm0000134	actor	\N	"[""Noodles""]"
tt0087843	2	nm0000249	actor	\N	"[""Max""]"
tt0087843	3	nm0001527	actress	\N	"[""Deborah""]"
tt0087843	4	nm0001852	actor	\N	"[""Jimmy O'Donnell""]"
tt0087843	5	nm0001466	director	\N	\N
tt0087843	6	nm0340580	writer	"based on novel ""The Hoods"" by"	\N
tt0087843	7	nm0073053	writer	screenplay by	\N
tt0087843	8	nm0207401	writer	screenplay by	\N
tt0087843	9	nm0575804	writer	screenplay by	\N
tt0105236	10	nm0913300	production_designer	\N	\N
tt0105236	1	nm0000172	actor	\N	"[""Mr. White"",""Larry""]"
tt0105236	2	nm0000619	actor	\N	"[""Mr. Orange"",""Freddy""]"
tt0105236	3	nm0000514	actor	\N	"[""Mr. Blonde"",""Vic""]"
tt0105236	4	nm0001606	actor	\N	"[""Nice Guy Eddie""]"
tt0105236	5	nm0000233	director	\N	\N
tt0105236	6	nm0000812	writer	background radio dialogue written by	\N
tt0105236	7	nm0004744	producer	producer	\N
tt0105236	8	nm0782900	cinematographer	\N	\N
tt0105236	9	nm0579673	editor	\N	\N
tt0114709	10	nm0169505	writer	screenplay by	\N
tt0114709	1	nm0000158	actor	\N	"[""Woody""]"
tt0114709	2	nm0000741	actor	\N	"[""Buzz Lightyear""]"
tt0114709	3	nm0725543	actor	\N	"[""Mr. Potato Head""]"
tt0114709	4	nm0001815	actor	\N	"[""Slinky Dog""]"
tt0114709	5	nm0005124	director	\N	\N
tt0114709	6	nm0230032	writer	original story by	\N
tt0114709	7	nm0004056	writer	original story by	\N
tt0114709	8	nm0710020	writer	original story by	\N
tt0114709	9	nm0923736	writer	screenplay by	\N
tt0119217	10	nm0829681	production_designer	\N	\N
tt0119217	1	nm0000245	actor	\N	"[""Sean""]"
tt0119217	2	nm0000354	actor	\N	"[""Will""]"
tt0119217	3	nm0000255	actor	\N	"[""Chuckie""]"
tt0119217	4	nm0001745	actor	\N	"[""Lambeau""]"
tt0119217	5	nm0001814	director	\N	\N
tt0119217	6	nm0004744	producer	producer	\N
tt0119217	7	nm0000384	composer	\N	\N
tt0119217	8	nm0260389	cinematographer	director of photography	\N
tt0119217	9	nm0768817	editor	\N	\N
tt0180093	10	nm0508732	cinematographer	director of photography	\N
tt0180093	1	nm0000995	actress	\N	"[""Sara Goldfarb""]"
tt0180093	2	nm0001467	actor	\N	"[""Harry Goldfarb""]"
tt0180093	3	nm0000124	actress	\N	"[""Marion Silver""]"
tt0180093	4	nm0005541	actor	\N	"[""Tyrone C. Love""]"
tt0180093	5	nm0004716	director	\N	\N
tt0180093	6	nm0782968	writer	based on the book by	\N
tt0180093	7	nm0914615	producer	producer	\N
tt0180093	8	nm0922279	producer	producer	\N
tt0180093	9	nm0543739	composer	\N	\N
tt0338013	10	nm0109726	composer	\N	\N
tt0338013	1	nm0000120	actor	\N	"[""Joel Barish""]"
tt0338013	2	nm0000701	actress	\N	"[""Clementine Kruczynski""]"
tt0338013	3	nm0929489	actor	\N	"[""Dr. Mierzwiak""]"
tt0338013	4	nm0004423	actor	\N	"[""Train Conductor""]"
tt0338013	5	nm0327273	director	\N	\N
tt0338013	6	nm0442109	writer	story	\N
tt0338013	7	nm1410028	writer	story	\N
tt0338013	8	nm0106835	producer	producer	\N
tt0338013	9	nm0326512	producer	producer	\N
tt0361748	1	nm0000093	actor	\N	"[""Lt. Aldo Raine""]"
tt0361748	2	nm1208167	actress	\N	"[""Bridget von Hammersmark""]"
tt0361748	3	nm0744834	actor	\N	"[""Sgt. Donny Donowitz""]"
tt0361748	4	nm0491259	actress	\N	"[""Shosanna""]"
tt0361748	5	nm0000233	director	\N	\N
tt0361748	6	nm0004744	producer	producer	\N
tt0361748	7	nm0724744	cinematographer	director of photography	\N
tt0361748	8	nm0579673	editor	\N	\N
tt0361748	9	nm0913300	production_designer	\N	\N
tt0435761	10	nm0005271	composer	\N	\N
tt0435761	1	nm0000158	actor	\N	"[""Woody""]"
tt0435761	2	nm0000741	actor	\N	"[""Buzz Lightyear""]"
tt0435761	3	nm0000349	actress	\N	"[""Jessie""]"
tt0435761	4	nm0000885	actor	\N	"[""Lotso""]"
tt0435761	5	nm0881279	director	\N	\N
tt0435761	6	nm0005124	writer	story by	\N
tt0435761	7	nm0004056	writer	story by	\N
tt0435761	8	nm1578335	writer	screenplay by	\N
tt0435761	9	nm0026565	producer	producer	\N
tt2106476	10	nm1401820	cinematographer	\N	\N
tt2106476	1	nm0586568	actor	\N	"[""Lucas""]"
tt2106476	2	nm0488917	actor	\N	"[""Theo""]"
tt2106476	3	nm5038871	actress	\N	"[""Klara""]"
tt2106476	4	nm5039026	actor	\N	"[""Marcus""]"
tt2106476	5	nm0899121	director	\N	\N
tt2106476	6	nm2105585	writer	screenplay	\N
tt2106476	7	nm1011849	producer	producer	\N
tt2106476	8	nm0442337	producer	producer	\N
tt2106476	9	nm0250813	composer	\N	\N
tt0032553	10	nm0354916	actress	\N	"[""Madame Napaloni""]"
tt0032553	1	nm0000122	actor	\N	"[""Hynkel - Dictator of Tomania"",""A Jewish Barber""]"
tt0032553	2	nm0002104	actress	\N	"[""Hannah""]"
tt0032553	3	nm0642988	actor	\N	"[""Napaloni - Dictator of Bacteria""]"
tt0032553	4	nm0306786	actor	\N	"[""Schultz""]"
tt0032553	5	nm0835365	cinematographer	director of photography	\N
tt0032553	6	nm0005906	cinematographer	director of photography	\N
tt0032553	7	nm0630119	editor	film editor	\N
tt0032553	8	nm0199787	actor	\N	"[""Garbitsch""]"
tt0032553	9	nm0317970	actor	\N	"[""Herring""]"
tt0043014	10	nm0772834	editor	\N	\N
tt0043014	1	nm0000034	actor	\N	"[""Joe Gillis""]"
tt0043014	2	nm0841797	actress	\N	"[""Norma Desmond""]"
tt0043014	3	nm0002233	actor	\N	"[""Max Von Mayerling""]"
tt0043014	4	nm0647970	actress	\N	"[""Betty Schaefer""]"
tt0043014	5	nm0000697	director	\N	\N
tt0043014	6	nm0102818	writer	written by	\N
tt0043014	7	nm0551261	writer	written by	\N
tt0043014	8	nm0000077	composer	\N	\N
tt0043014	9	nm0005870	cinematographer	director of photography	\N
tt0050825	10	nm0006086	composer	\N	\N
tt0050825	1	nm0000018	actor	\N	"[""Col. Dax""]"
tt0050825	2	nm0576127	actor	\N	"[""Cpl. Philippe Paris""]"
tt0050825	3	nm0579663	actor	\N	"[""Gen. George Broulard""]"
tt0050825	4	nm0534317	actor	\N	"[""Gen. Paul Mireau""]"
tt0050825	5	nm0000040	director	\N	\N
tt0050825	6	nm0932229	writer	screenplay	\N
tt0050825	7	nm0860292	writer	screenplay	\N
tt0050825	8	nm0167767	writer	"based on the novel ""Paths of Glory"" by"	\N
tt0050825	9	nm0364805	producer	producer	\N
tt0051201	10	nm0540338	composer	\N	\N
tt0051201	1	nm0000061	actor	\N	"[""Leonard Vole""]"
tt0051201	2	nm0000017	actress	\N	"[""Christine""]"
tt0051201	3	nm0001452	actor	\N	"[""Sir Wilfrid Robarts""]"
tt0051201	4	nm0006471	actress	\N	"[""Miss Plimsoll""]"
tt0051201	5	nm0000697	director	\N	\N
tt0051201	6	nm0002005	writer	in Agatha Christie's international stage success	\N
tt0051201	7	nm0475823	writer	screen play	\N
tt0051201	8	nm0546140	writer	adaptation	\N
tt0051201	9	nm0394967	producer	producer	\N
tt0057012	10	nm0367431	editor	film editor	\N
tt0057012	1	nm0000634	actor	\N	"[""Group Capt. Lionel Mandrake"",""President Merkin Muffley"",""Dr. Strangelove""]"
tt0057012	2	nm0001715	actor	\N	"[""Gen. 'Buck' Turgidson""]"
tt0057012	3	nm0001330	actor	\N	"[""Brig. Gen. Jack D. Ripper""]"
tt0057012	4	nm0943978	actor	\N	"[""Col. 'Bat' Guano""]"
tt0057012	5	nm0000040	director	\N	\N
tt0057012	6	nm0816143	writer	screenplay	\N
tt0057012	7	nm0313570	writer	screenplay	\N
tt0057012	8	nm0006145	composer	\N	\N
